family,name,param_a,param_b,h_x,omega_tv,omega_hellinger,annotation
iid_bernoulli,iid_p=0.05,0.0500,,0.286397,0.000000,0.000000,
iid_bernoulli,iid_p=0.06,0.0600,,0.327445,0.000000,0.000000,
iid_bernoulli,iid_p=0.07,0.0700,,0.365924,0.000000,0.000000,
iid_bernoulli,iid_p=0.08,0.0800,,0.402179,0.000000,0.000000,
iid_bernoulli,iid_p=0.09,0.0900,,0.436470,0.000000,0.000000,
iid_bernoulli,iid_p=0.10,0.1000,,0.468996,0.000000,0.000000,
iid_bernoulli,iid_p=0.11,0.1100,,0.499916,0.000000,0.000000,
iid_bernoulli,iid_p=0.12,0.1200,,0.529361,0.000000,0.000000,
iid_bernoulli,iid_p=0.13,0.1300,,0.557438,0.000000,0.000000,
iid_bernoulli,iid_p=0.14,0.1400,,0.584239,0.000000,0.000000,
iid_bernoulli,iid_p=0.15,0.1500,,0.609840,0.000000,0.000000,
iid_bernoulli,iid_p=0.16,0.1600,,0.634310,0.000000,0.000000,
iid_bernoulli,iid_p=0.17,0.1700,,0.657705,0.000000,0.000000,
iid_bernoulli,iid_p=0.18,0.1800,,0.680077,0.000000,0.000000,
iid_bernoulli,iid_p=0.19,0.1900,,0.701471,0.000000,0.000000,
iid_bernoulli,iid_p=0.20,0.2000,,0.721928,0.000000,0.000000,
iid_bernoulli,iid_p=0.21,0.2100,,0.741483,0.000000,0.000000,
iid_bernoulli,iid_p=0.22,0.2200,,0.760168,0.000000,0.000000,
iid_bernoulli,iid_p=0.23,0.2300,,0.778011,0.000000,0.000000,
iid_bernoulli,iid_p=0.24,0.2400,,0.795040,0.000000,0.000000,
iid_bernoulli,iid_p=0.25,0.2500,,0.811278,0.000000,0.000000,
iid_bernoulli,iid_p=0.26,0.2600,,0.826746,0.000000,0.000000,
iid_bernoulli,iid_p=0.27,0.2700,,0.841465,0.000000,0.000000,
iid_bernoulli,iid_p=0.28,0.2800,,0.855451,0.000000,0.000000,
iid_bernoulli,iid_p=0.29,0.2900,,0.868721,0.000000,0.000000,
iid_bernoulli,iid_p=0.30,0.3000,,0.881291,0.000000,0.000000,
iid_bernoulli,iid_p=0.31,0.3100,,0.893173,0.000000,0.000000,
iid_bernoulli,iid_p=0.32,0.3200,,0.904381,0.000000,0.000000,
iid_bernoulli,iid_p=0.33,0.3300,,0.914926,0.000000,0.000000,
iid_bernoulli,iid_p=0.34,0.3400,,0.924819,0.000000,0.000000,
iid_bernoulli,iid_p=0.35,0.3500,,0.934068,0.000000,0.000000,
iid_bernoulli,iid_p=0.36,0.3600,,0.942683,0.000000,0.000000,
iid_bernoulli,iid_p=0.37,0.3700,,0.950672,0.000000,0.000000,
iid_bernoulli,iid_p=0.38,0.3800,,0.958042,0.000000,0.000000,
iid_bernoulli,iid_p=0.39,0.3900,,0.964800,0.000000,0.000000,
iid_bernoulli,iid_p=0.40,0.4000,,0.970951,0.000000,0.000000,
iid_bernoulli,iid_p=0.41,0.4100,,0.976500,0.000000,0.000000,
iid_bernoulli,iid_p=0.42,0.4200,,0.981454,0.000000,0.000000,
iid_bernoulli,iid_p=0.43,0.4300,,0.985815,0.000000,0.000000,
iid_bernoulli,iid_p=0.44,0.4400,,0.989588,0.000000,0.000000,
iid_bernoulli,iid_p=0.45,0.4500,,0.992774,0.000000,0.000000,
iid_bernoulli,iid_p=0.46,0.4600,,0.995378,0.000000,0.000000,
iid_bernoulli,iid_p=0.47,0.4700,,0.997402,0.000000,0.000000,
iid_bernoulli,iid_p=0.48,0.4800,,0.998846,0.000000,0.000000,
iid_bernoulli,iid_p=0.49,0.4900,,0.999711,0.000000,0.000000,
iid_bernoulli,iid_p=0.50,0.5000,,1.000000,0.000000,0.000000,
iid_bernoulli,iid_p=0.51,0.5100,,0.999711,0.000000,0.000000,
iid_bernoulli,iid_p=0.52,0.5200,,0.998846,0.000000,0.000000,
iid_bernoulli,iid_p=0.53,0.5300,,0.997402,0.000000,0.000000,
iid_bernoulli,iid_p=0.54,0.5400,,0.995378,0.000000,0.000000,
iid_bernoulli,iid_p=0.55,0.5500,,0.992774,0.000000,0.000000,
iid_bernoulli,iid_p=0.56,0.5600,,0.989588,0.000000,0.000000,
iid_bernoulli,iid_p=0.57,0.5700,,0.985815,0.000000,0.000000,
iid_bernoulli,iid_p=0.58,0.5800,,0.981454,0.000000,0.000000,
iid_bernoulli,iid_p=0.59,0.5900,,0.976500,0.000000,0.000000,
iid_bernoulli,iid_p=0.60,0.6000,,0.970951,0.000000,0.000000,
iid_bernoulli,iid_p=0.61,0.6100,,0.964800,0.000000,0.000000,
iid_bernoulli,iid_p=0.62,0.6200,,0.958042,0.000000,0.000000,
iid_bernoulli,iid_p=0.63,0.6300,,0.950672,0.000000,0.000000,
iid_bernoulli,iid_p=0.64,0.6400,,0.942683,0.000000,0.000000,
iid_bernoulli,iid_p=0.65,0.6500,,0.934068,0.000000,0.000000,
iid_bernoulli,iid_p=0.66,0.6600,,0.924819,0.000000,0.000000,match_even_h_x
iid_bernoulli,iid_p=0.67,0.6700,,0.914926,0.000000,0.000000,match_even_h_x
iid_bernoulli,iid_p=0.68,0.6800,,0.904381,0.000000,0.000000,
iid_bernoulli,iid_p=0.69,0.6900,,0.893173,0.000000,0.000000,
iid_bernoulli,iid_p=0.70,0.7000,,0.881291,0.000000,0.000000,
iid_bernoulli,iid_p=0.71,0.7100,,0.868721,0.000000,0.000000,
iid_bernoulli,iid_p=0.72,0.7200,,0.855451,0.000000,0.000000,
iid_bernoulli,iid_p=0.73,0.7300,,0.841465,0.000000,0.000000,
iid_bernoulli,iid_p=0.74,0.7400,,0.826746,0.000000,0.000000,
iid_bernoulli,iid_p=0.75,0.7500,,0.811278,0.000000,0.000000,
iid_bernoulli,iid_p=0.76,0.7600,,0.795040,0.000000,0.000000,
iid_bernoulli,iid_p=0.77,0.7700,,0.778011,0.000000,0.000000,
iid_bernoulli,iid_p=0.78,0.7800,,0.760168,0.000000,0.000000,
iid_bernoulli,iid_p=0.79,0.7900,,0.741483,0.000000,0.000000,
iid_bernoulli,iid_p=0.80,0.8000,,0.721928,0.000000,0.000000,
iid_bernoulli,iid_p=0.81,0.8100,,0.701471,0.000000,0.000000,
iid_bernoulli,iid_p=0.82,0.8200,,0.680077,0.000000,0.000000,
iid_bernoulli,iid_p=0.83,0.8300,,0.657705,0.000000,0.000000,
iid_bernoulli,iid_p=0.84,0.8400,,0.634310,0.000000,0.000000,
iid_bernoulli,iid_p=0.85,0.8500,,0.609840,0.000000,0.000000,
iid_bernoulli,iid_p=0.86,0.8600,,0.584239,0.000000,0.000000,
iid_bernoulli,iid_p=0.87,0.8700,,0.557438,0.000000,0.000000,
iid_bernoulli,iid_p=0.88,0.8800,,0.529361,0.000000,0.000000,
iid_bernoulli,iid_p=0.89,0.8900,,0.499916,0.000000,0.000000,
iid_bernoulli,iid_p=0.90,0.9000,,0.468996,0.000000,0.000000,
iid_bernoulli,iid_p=0.91,0.9100,,0.436470,0.000000,0.000000,
iid_bernoulli,iid_p=0.92,0.9200,,0.402179,0.000000,0.000000,
iid_bernoulli,iid_p=0.93,0.9300,,0.365924,0.000000,0.000000,
iid_bernoulli,iid_p=0.94,0.9400,,0.327445,0.000000,0.000000,
iid_bernoulli,iid_p=0.95,0.9500,,0.286397,0.000000,0.000000,
hmm_symmetric,hmm_a=0.05_b=0.05,0.0500,0.0500,1.000000,0.298893,0.213807,
hmm_symmetric,hmm_a=0.05_b=0.06,0.0500,0.0600,1.000000,0.261352,0.186431,
hmm_symmetric,hmm_a=0.05_b=0.07,0.0500,0.0700,1.000000,0.231487,0.164809,
hmm_symmetric,hmm_a=0.05_b=0.08,0.0500,0.0800,1.000000,0.207146,0.147275,
hmm_symmetric,hmm_a=0.05_b=0.09,0.0500,0.0900,1.000000,0.186911,0.132752,
hmm_symmetric,hmm_a=0.05_b=0.10,0.0500,0.1000,1.000000,0.169811,0.120513,
hmm_symmetric,hmm_a=0.05_b=0.11,0.0500,0.1100,1.000000,0.155159,0.110047,
hmm_symmetric,hmm_a=0.05_b=0.12,0.0500,0.1200,1.000000,0.142453,0.100987,
hmm_symmetric,hmm_a=0.05_b=0.13,0.0500,0.1300,1.000000,0.131320,0.093059,
hmm_symmetric,hmm_a=0.05_b=0.14,0.0500,0.1400,1.000000,0.121476,0.086056,
hmm_symmetric,hmm_a=0.05_b=0.15,0.0500,0.1500,1.000000,0.112701,0.079819,
hmm_symmetric,hmm_a=0.05_b=0.16,0.0500,0.1600,1.000000,0.104823,0.074224,
hmm_symmetric,hmm_a=0.05_b=0.17,0.0500,0.1700,1.000000,0.097704,0.069170,
hmm_symmetric,hmm_a=0.05_b=0.18,0.0500,0.1800,1.000000,0.091232,0.064578,
hmm_symmetric,hmm_a=0.05_b=0.19,0.0500,0.1900,1.000000,0.085316,0.060383,
hmm_symmetric,hmm_a=0.05_b=0.20,0.0500,0.2000,1.000000,0.079882,0.056530,
hmm_symmetric,hmm_a=0.05_b=0.21,0.0500,0.2100,1.000000,0.074867,0.052976,
hmm_symmetric,hmm_a=0.05_b=0.22,0.0500,0.2200,1.000000,0.070218,0.049683,
hmm_symmetric,hmm_a=0.05_b=0.23,0.0500,0.2300,1.000000,0.065893,0.046619,
hmm_symmetric,hmm_a=0.05_b=0.24,0.0500,0.2400,1.000000,0.061852,0.043757,
hmm_symmetric,hmm_a=0.05_b=0.25,0.0500,0.2500,1.000000,0.058065,0.041075,
hmm_symmetric,hmm_a=0.05_b=0.26,0.0500,0.2600,1.000000,0.054501,0.038553,
hmm_symmetric,hmm_a=0.05_b=0.27,0.0500,0.2700,1.000000,0.051139,0.036172,
hmm_symmetric,hmm_a=0.05_b=0.28,0.0500,0.2800,1.000000,0.047956,0.033920,
hmm_symmetric,hmm_a=0.05_b=0.29,0.0500,0.2900,1.000000,0.044934,0.031781,
hmm_symmetric,hmm_a=0.05_b=0.30,0.0500,0.3000,1.000000,0.042056,0.029745,
hmm_symmetric,hmm_a=0.05_b=0.31,0.0500,0.3100,1.000000,0.039309,0.027801,
hmm_symmetric,hmm_a=0.05_b=0.32,0.0500,0.3200,1.000000,0.036678,0.025940,
hmm_symmetric,hmm_a=0.05_b=0.33,0.0500,0.3300,1.000000,0.034153,0.024154,
hmm_symmetric,hmm_a=0.05_b=0.34,0.0500,0.3400,1.000000,0.031724,0.022435,
hmm_symmetric,hmm_a=0.05_b=0.35,0.0500,0.3500,1.000000,0.029380,0.020777,
hmm_symmetric,hmm_a=0.05_b=0.36,0.0500,0.3600,1.000000,0.027113,0.019174,
hmm_symmetric,hmm_a=0.05_b=0.37,0.0500,0.3700,1.000000,0.024916,0.017620,
hmm_symmetric,hmm_a=0.05_b=0.38,0.0500,0.3800,1.000000,0.022781,0.016110,
hmm_symmetric,hmm_a=0.05_b=0.39,0.0500,0.3900,1.000000,0.020702,0.014639,
hmm_symmetric,hmm_a=0.05_b=0.40,0.0500,0.4000,1.000000,0.018672,0.013204,
hmm_symmetric,hmm_a=0.05_b=0.41,0.0500,0.4100,1.000000,0.016687,0.011800,
hmm_symmetric,hmm_a=0.05_b=0.42,0.0500,0.4200,1.000000,0.014740,0.010423,
hmm_symmetric,hmm_a=0.05_b=0.43,0.0500,0.4300,1.000000,0.012826,0.009070,
hmm_symmetric,hmm_a=0.05_b=0.44,0.0500,0.4400,1.000000,0.010942,0.007737,
hmm_symmetric,hmm_a=0.05_b=0.45,0.0500,0.4500,1.000000,0.009082,0.006422,
hmm_symmetric,hmm_a=0.06_b=0.05,0.0600,0.0500,1.000000,0.330919,0.237362,
hmm_symmetric,hmm_a=0.06_b=0.06,0.0600,0.0600,1.000000,0.291742,0.208574,
hmm_symmetric,hmm_a=0.06_b=0.07,0.0600,0.0700,1.000000,0.260104,0.185525,
hmm_symmetric,hmm_a=0.06_b=0.08,0.0600,0.0800,1.000000,0.234003,0.166626,
hmm_symmetric,hmm_a=0.06_b=0.09,0.0600,0.0900,1.000000,0.212086,0.150827,
hmm_symmetric,hmm_a=0.06_b=0.10,0.0600,0.1000,1.000000,0.193407,0.137409,
hmm_symmetric,hmm_a=0.06_b=0.11,0.0600,0.1100,1.000000,0.177285,0.125859,
hmm_symmetric,hmm_a=0.06_b=0.12,0.0600,0.1200,1.000000,0.163217,0.115801,
hmm_symmetric,hmm_a=0.06_b=0.13,0.0600,0.1300,1.000000,0.150825,0.106955,
hmm_symmetric,hmm_a=0.06_b=0.14,0.0600,0.1400,1.000000,0.139814,0.099107,
hmm_symmetric,hmm_a=0.06_b=0.15,0.0600,0.1500,1.000000,0.129958,0.092089,
hmm_symmetric,hmm_a=0.06_b=0.16,0.0600,0.1600,1.000000,0.121075,0.085771,
hmm_symmetric,hmm_a=0.06_b=0.17,0.0600,0.1700,1.000000,0.113020,0.080045,
hmm_symmetric,hmm_a=0.06_b=0.18,0.0600,0.1800,1.000000,0.105674,0.074828,
hmm_symmetric,hmm_a=0.06_b=0.19,0.0600,0.1900,1.000000,0.098941,0.070048,
hmm_symmetric,hmm_a=0.06_b=0.20,0.0600,0.2000,1.000000,0.092740,0.065648,
hmm_symmetric,hmm_a=0.06_b=0.21,0.0600,0.2100,1.000000,0.087004,0.061579,
hmm_symmetric,hmm_a=0.06_b=0.22,0.0600,0.2200,1.000000,0.081676,0.057802,
hmm_symmetric,hmm_a=0.06_b=0.23,0.0600,0.2300,1.000000,0.076708,0.054281,
hmm_symmetric,hmm_a=0.06_b=0.24,0.0600,0.2400,1.000000,0.072058,0.050986,
hmm_symmetric,hmm_a=0.06_b=0.25,0.0600,0.2500,1.000000,0.067692,0.047893,
hmm_symmetric,hmm_a=0.06_b=0.26,0.0600,0.2600,1.000000,0.063579,0.044980,
hmm_symmetric,hmm_a=0.06_b=0.27,0.0600,0.2700,1.000000,0.059691,0.042227,
hmm_symmetric,hmm_a=0.06_b=0.28,0.0600,0.2800,1.000000,0.056006,0.039617,
hmm_symmetric,hmm_a=0.06_b=0.29,0.0600,0.2900,1.000000,0.052502,0.037137,
hmm_symmetric,hmm_a=0.06_b=0.30,0.0600,0.3000,1.000000,0.049162,0.034773,
hmm_symmetric,hmm_a=0.06_b=0.31,0.0600,0.3100,1.000000,0.045969,0.032514,
hmm_symmetric,hmm_a=0.06_b=0.32,0.0600,0.3200,1.000000,0.042910,0.030349,
hmm_symmetric,hmm_a=0.06_b=0.33,0.0600,0.3300,1.000000,0.039970,0.028269,
hmm_symmetric,hmm_a=0.06_b=0.34,0.0600,0.3400,1.000000,0.037139,0.026266,
hmm_symmetric,hmm_a=0.06_b=0.35,0.0600,0.3500,1.000000,0.034405,0.024332,
hmm_symmetric,hmm_a=0.06_b=0.36,0.0600,0.3600,1.000000,0.031759,0.022460,
hmm_symmetric,hmm_a=0.06_b=0.37,0.0600,0.3700,1.000000,0.029193,0.020644,
hmm_symmetric,hmm_a=0.06_b=0.38,0.0600,0.3800,1.000000,0.026697,0.018879,
hmm_symmetric,hmm_a=0.06_b=0.39,0.0600,0.3900,1.000000,0.024266,0.017160,
hmm_symmetric,hmm_a=0.06_b=0.40,0.0600,0.4000,1.000000,0.021891,0.015480,
hmm_symmetric,hmm_a=0.06_b=0.41,0.0600,0.4100,1.000000,0.019566,0.013836,
hmm_symmetric,hmm_a=0.06_b=0.42,0.0600,0.4200,1.000000,0.017285,0.012223,
hmm_symmetric,hmm_a=0.06_b=0.43,0.0600,0.4300,1.000000,0.015043,0.010638,
hmm_symmetric,hmm_a=0.06_b=0.44,0.0600,0.4400,1.000000,0.012835,0.009076,
hmm_symmetric,hmm_a=0.06_b=0.45,0.0600,0.4500,1.000000,0.010654,0.007533,
hmm_symmetric,hmm_a=0.07_b=0.05,0.0700,0.0500,1.000000,0.357152,0.256815,
hmm_symmetric,hmm_a=0.07_b=0.06,0.0700,0.0600,1.000000,0.317206,0.227252,
hmm_symmetric,hmm_a=0.07_b=0.07,0.0700,0.0700,1.000000,0.284505,0.203287,
hmm_symmetric,hmm_a=0.07_b=0.08,0.0700,0.0800,1.000000,0.257223,0.183434,
hmm_symmetric,hmm_a=0.07_b=0.09,0.0700,0.0900,1.000000,0.234099,0.166695,
hmm_symmetric,hmm_a=0.07_b=0.10,0.0700,0.1000,1.000000,0.214235,0.152374,
hmm_symmetric,hmm_a=0.07_b=0.11,0.0700,0.1100,1.000000,0.196973,0.139968,
hmm_symmetric,hmm_a=0.07_b=0.12,0.0700,0.1200,1.000000,0.181821,0.129106,
hmm_symmetric,hmm_a=0.07_b=0.13,0.0700,0.1300,1.000000,0.168403,0.119506,
hmm_symmetric,hmm_a=0.07_b=0.14,0.0700,0.1400,1.000000,0.156427,0.110952,
hmm_symmetric,hmm_a=0.07_b=0.15,0.0700,0.1500,1.000000,0.145662,0.103274,
hmm_symmetric,hmm_a=0.07_b=0.16,0.0700,0.1600,1.000000,0.135924,0.096337,
hmm_symmetric,hmm_a=0.07_b=0.17,0.0700,0.1700,1.000000,0.127064,0.090031,
hmm_symmetric,hmm_a=0.07_b=0.18,0.0700,0.1800,1.000000,0.118961,0.084268,
hmm_symmetric,hmm_a=0.07_b=0.19,0.0700,0.1900,1.000000,0.111512,0.078974,
hmm_symmetric,hmm_a=0.07_b=0.20,0.0700,0.2000,1.000000,0.104635,0.074090,
hmm_symmetric,hmm_a=0.07_b=0.21,0.0700,0.2100,1.000000,0.098259,0.069564,
hmm_symmetric,hmm_a=0.07_b=0.22,0.0700,0.2200,1.000000,0.092323,0.065352,
hmm_symmetric,hmm_a=0.07_b=0.23,0.0700,0.2300,1.000000,0.086778,0.061419,
hmm_symmetric,hmm_a=0.07_b=0.24,0.0700,0.2400,1.000000,0.081579,0.057733,
hmm_symmetric,hmm_a=0.07_b=0.25,0.0700,0.2500,1.000000,0.076688,0.054266,
hmm_symmetric,hmm_a=0.07_b=0.26,0.0700,0.2600,1.000000,0.072073,0.050996,
hmm_symmetric,hmm_a=0.07_b=0.27,0.0700,0.2700,1.000000,0.067705,0.047902,
hmm_symmetric,hmm_a=0.07_b=0.28,0.0700,0.2800,1.000000,0.063558,0.044965,
hmm_symmetric,hmm_a=0.07_b=0.29,0.0700,0.2900,1.000000,0.059611,0.042170,
hmm_symmetric,hmm_a=0.07_b=0.30,0.0700,0.3000,1.000000,0.055844,0.039503,
hmm_symmetric,hmm_a=0.07_b=0.31,0.0700,0.3100,1.000000,0.052239,0.036951,
hmm_symmetric,hmm_a=0.07_b=0.32,0.0700,0.3200,1.000000,0.048781,0.034504,
hmm_symmetric,hmm_a=0.07_b=0.33,0.0700,0.3300,1.000000,0.045455,0.032150,
hmm_symmetric,hmm_a=0.07_b=0.34,0.0700,0.3400,1.000000,0.042249,0.029881,
hmm_symmetric,hmm_a=0.07_b=0.35,0.0700,0.3500,1.000000,0.039150,0.027689,
hmm_symmetric,hmm_a=0.07_b=0.36,0.0700,0.3600,1.000000,0.036149,0.025566,
hmm_symmetric,hmm_a=0.07_b=0.37,0.0700,0.3700,1.000000,0.033236,0.023505,
hmm_symmetric,hmm_a=0.07_b=0.38,0.0700,0.3800,1.000000,0.030402,0.021500,
hmm_symmetric,hmm_a=0.07_b=0.39,0.0700,0.3900,1.000000,0.027638,0.019545,
hmm_symmetric,hmm_a=0.07_b=0.40,0.0700,0.4000,1.000000,0.024938,0.017635,
hmm_symmetric,hmm_a=0.07_b=0.41,0.0700,0.4100,1.000000,0.022293,0.015765,
hmm_symmetric,hmm_a=0.07_b=0.42,0.0700,0.4200,1.000000,0.019698,0.013929,
hmm_symmetric,hmm_a=0.07_b=0.43,0.0700,0.4300,1.000000,0.017145,0.012124,
hmm_symmetric,hmm_a=0.07_b=0.44,0.0700,0.4400,1.000000,0.014629,0.010345,
hmm_symmetric,hmm_a=0.07_b=0.45,0.0700,0.4500,1.000000,0.012144,0.008588,
hmm_symmetric,hmm_a=0.08_b=0.05,0.0800,0.0500,1.000000,0.378473,0.272741,
hmm_symmetric,hmm_a=0.08_b=0.06,0.0800,0.0600,1.000000,0.338400,0.242894,
hmm_symmetric,hmm_a=0.08_b=0.07,0.0800,0.0700,1.000000,0.305184,0.218418,
hmm_symmetric,hmm_a=0.08_b=0.08,0.0800,0.0800,1.000000,0.277184,0.197947,
hmm_symmetric,hmm_a=0.08_b=0.09,0.0800,0.0900,1.000000,0.253245,0.180548,
hmm_symmetric,hmm_a=0.08_b=0.10,0.0800,0.1000,1.000000,0.232526,0.165559,
hmm_symmetric,hmm_a=0.08_b=0.11,0.0800,0.1100,1.000000,0.214405,0.152496,
hmm_symmetric,hmm_a=0.08_b=0.12,0.0800,0.1200,1.000000,0.198409,0.140999,
hmm_symmetric,hmm_a=0.08_b=0.13,0.0800,0.1300,1.000000,0.184172,0.130790,
hmm_symmetric,hmm_a=0.08_b=0.14,0.0800,0.1400,1.000000,0.171409,0.121656,
hmm_symmetric,hmm_a=0.08_b=0.15,0.0800,0.1500,1.000000,0.159891,0.113426,
hmm_symmetric,hmm_a=0.08_b=0.16,0.0800,0.1600,1.000000,0.149435,0.105964,
hmm_symmetric,hmm_a=0.08_b=0.17,0.0800,0.1700,1.000000,0.139890,0.099162,
hmm_symmetric,hmm_a=0.08_b=0.18,0.0800,0.1800,1.000000,0.131135,0.092927,
hmm_symmetric,hmm_a=0.08_b=0.19,0.0800,0.1900,1.000000,0.123065,0.087186,
hmm_symmetric,hmm_a=0.08_b=0.20,0.0800,0.2000,1.000000,0.115596,0.081876,
hmm_symmetric,hmm_a=0.08_b=0.21,0.0800,0.2100,1.000000,0.108655,0.076945,
hmm_symmetric,hmm_a=0.08_b=0.22,0.0800,0.2200,1.000000,0.102181,0.072348,
hmm_symmetric,hmm_a=0.08_b=0.23,0.0800,0.2300,1.000000,0.096120,0.068046,
hmm_symmetric,hmm_a=0.08_b=0.24,0.0800,0.2400,1.000000,0.090427,0.064007,
hmm_symmetric,hmm_a=0.08_b=0.25,0.0800,0.2500,1.000000,0.085063,0.060203,
hmm_symmetric,hmm_a=0.08_b=0.26,0.0800,0.2600,1.000000,0.079994,0.056609,
hmm_symmetric,hmm_a=0.08_b=0.27,0.0800,0.2700,1.000000,0.075188,0.053204,
hmm_symmetric,hmm_a=0.08_b=0.28,0.0800,0.2800,1.000000,0.070621,0.049968,
hmm_symmetric,hmm_a=0.08_b=0.29,0.0800,0.2900,1.000000,0.066267,0.046884,
hmm_symmetric,hmm_a=0.08_b=0.30,0.0800,0.3000,1.000000,0.062107,0.043938,
hmm_symmetric,hmm_a=0.08_b=0.31,0.0800,0.3100,1.000000,0.058122,0.041116,
hmm_symmetric,hmm_a=0.08_b=0.32,0.0800,0.3200,1.000000,0.054295,0.038406,
hmm_symmetric,hmm_a=0.08_b=0.33,0.0800,0.3300,1.000000,0.050610,0.035798,
hmm_symmetric,hmm_a=0.08_b=0.34,0.0800,0.3400,1.000000,0.047056,0.033283,
hmm_symmetric,hmm_a=0.08_b=0.35,0.0800,0.3500,1.000000,0.043617,0.030850,
hmm_symmetric,hmm_a=0.08_b=0.36,0.0800,0.3600,1.000000,0.040285,0.028492,
hmm_symmetric,hmm_a=0.08_b=0.37,0.0800,0.3700,1.000000,0.037048,0.026201,
hmm_symmetric,hmm_a=0.08_b=0.38,0.0800,0.3800,1.000000,0.033896,0.023972,
hmm_symmetric,hmm_a=0.08_b=0.39,0.0800,0.3900,1.000000,0.030821,0.021796,
hmm_symmetric,hmm_a=0.08_b=0.40,0.0800,0.4000,1.000000,0.027815,0.019670,
hmm_symmetric,hmm_a=0.08_b=0.41,0.0800,0.4100,1.000000,0.024869,0.017586,
hmm_symmetric,hmm_a=0.08_b=0.42,0.0800,0.4200,1.000000,0.021977,0.015541,
hmm_symmetric,hmm_a=0.08_b=0.43,0.0800,0.4300,1.000000,0.019131,0.013528,
hmm_symmetric,hmm_a=0.08_b=0.44,0.0800,0.4400,1.000000,0.016325,0.011544,
hmm_symmetric,hmm_a=0.08_b=0.45,0.0800,0.4500,1.000000,0.013554,0.009584,
hmm_symmetric,hmm_a=0.09_b=0.05,0.0900,0.0500,1.000000,0.395593,0.285611,
hmm_symmetric,hmm_a=0.09_b=0.06,0.0900,0.0600,1.000000,0.355865,0.255857,
hmm_symmetric,hmm_a=0.09_b=0.07,0.0900,0.0700,1.000000,0.322559,0.231194,
hmm_symmetric,hmm_a=0.09_b=0.08,0.0900,0.0800,1.000000,0.294214,0.210381,
hmm_symmetric,hmm_a=0.09_b=0.09,0.0900,0.0900,1.000000,0.269780,0.192557,
hmm_symmetric,hmm_a=0.09_b=0.10,0.0900,0.1000,1.000000,0.248485,0.177099,
hmm_symmetric,hmm_a=0.09_b=0.11,0.0900,0.1100,1.000000,0.229745,0.163552,
hmm_symmetric,hmm_a=0.09_b=0.12,0.0900,0.1200,1.000000,0.213113,0.151567,
hmm_symmetric,hmm_a=0.09_b=0.13,0.0900,0.1300,1.000000,0.198240,0.140878,
hmm_symmetric,hmm_a=0.09_b=0.14,0.0900,0.1400,1.000000,0.184849,0.131275,
hmm_symmetric,hmm_a=0.09_b=0.15,0.0900,0.1500,1.000000,0.172718,0.122592,
hmm_symmetric,hmm_a=0.09_b=0.16,0.0900,0.1600,1.000000,0.161667,0.114694,
hmm_symmetric,hmm_a=0.09_b=0.17,0.0900,0.1700,1.000000,0.151548,0.107471,
hmm_symmetric,hmm_a=0.09_b=0.18,0.0900,0.1800,1.000000,0.142238,0.100834,
hmm_symmetric,hmm_a=0.09_b=0.19,0.0900,0.1900,1.000000,0.133635,0.094707,
hmm_symmetric,hmm_a=0.09_b=0.20,0.0900,0.2000,1.000000,0.125653,0.089026,
hmm_symmetric,hmm_a=0.09_b=0.21,0.0900,0.2100,1.000000,0.118218,0.083740,
hmm_symmetric,hmm_a=0.09_b=0.22,0.0900,0.2200,1.000000,0.111269,0.078802,
hmm_symmetric,hmm_a=0.09_b=0.23,0.0900,0.2300,1.000000,0.104751,0.074172,
hmm_symmetric,hmm_a=0.09_b=0.24,0.0900,0.2400,1.000000,0.098618,0.069819,
hmm_symmetric,hmm_a=0.09_b=0.25,0.0900,0.2500,1.000000,0.092830,0.065712,
hmm_symmetric,hmm_a=0.09_b=0.26,0.0900,0.2600,1.000000,0.087351,0.061826,
hmm_symmetric,hmm_a=0.09_b=0.27,0.0900,0.2700,1.000000,0.082150,0.058138,
hmm_symmetric,hmm_a=0.09_b=0.28,0.0900,0.2800,1.000000,0.077200,0.054629,
hmm_symmetric,hmm_a=0.09_b=0.29,0.0900,0.2900,1.000000,0.072475,0.051282,
hmm_symmetric,hmm_a=0.09_b=0.30,0.0900,0.3000,1.000000,0.067956,0.048080,
hmm_symmetric,hmm_a=0.09_b=0.31,0.0900,0.3100,1.000000,0.063621,0.045010,
hmm_symmetric,hmm_a=0.09_b=0.32,0.0900,0.3200,1.000000,0.059454,0.042059,
hmm_symmetric,hmm_a=0.09_b=0.33,0.0900,0.3300,1.000000,0.055439,0.039217,
hmm_symmetric,hmm_a=0.09_b=0.34,0.0900,0.3400,1.000000,0.051562,0.036472,
hmm_symmetric,hmm_a=0.09_b=0.35,0.0900,0.3500,1.000000,0.047808,0.033815,
hmm_symmetric,hmm_a=0.09_b=0.36,0.0900,0.3600,1.000000,0.044167,0.031239,
hmm_symmetric,hmm_a=0.09_b=0.37,0.0900,0.3700,1.000000,0.040628,0.028734,
hmm_symmetric,hmm_a=0.09_b=0.38,0.0900,0.3800,1.000000,0.037180,0.026295,
hmm_symmetric,hmm_a=0.09_b=0.39,0.0900,0.3900,1.000000,0.033814,0.023914,
hmm_symmetric,hmm_a=0.09_b=0.40,0.0900,0.4000,1.000000,0.030521,0.021584,
hmm_symmetric,hmm_a=0.09_b=0.41,0.0900,0.4100,1.000000,0.027293,0.019301,
hmm_symmetric,hmm_a=0.09_b=0.42,0.0900,0.4200,1.000000,0.024122,0.017058,
