family,name,param_a,param_b,h_x,omega_tv,omega_hellinger,annotation
hmm_symmetric,hmm_a=0.42_b=0.09,0.4200,0.0900,1.000000,0.123494,0.087491,
hmm_symmetric,hmm_a=0.42_b=0.10,0.4200,0.1000,1.000000,0.119786,0.084854,
hmm_symmetric,hmm_a=0.42_b=0.11,0.4200,0.1100,1.000000,0.116137,0.082261,
hmm_symmetric,hmm_a=0.42_b=0.12,0.4200,0.1200,1.000000,0.112545,0.079708,
hmm_symmetric,hmm_a=0.42_b=0.13,0.4200,0.1300,1.000000,0.109007,0.077194,
hmm_symmetric,hmm_a=0.42_b=0.14,0.4200,0.1400,1.000000,0.105520,0.074718,
hmm_symmetric,hmm_a=0.42_b=0.15,0.4200,0.1500,1.000000,0.102083,0.072278,
hmm_symmetric,hmm_a=0.42_b=0.16,0.4200,0.1600,1.000000,0.098694,0.069872,
hmm_symmetric,hmm_a=0.42_b=0.17,0.4200,0.1700,1.000000,0.095349,0.067499,
hmm_symmetric,hmm_a=0.42_b=0.18,0.4200,0.1800,1.000000,0.092048,0.065157,
hmm_symmetric,hmm_a=0.42_b=0.19,0.4200,0.1900,1.000000,0.088789,0.062845,
hmm_symmetric,hmm_a=0.42_b=0.20,0.4200,0.2000,1.000000,0.085569,0.060562,
hmm_symmetric,hmm_a=0.42_b=0.21,0.4200,0.2100,1.000000,0.082386,0.058306,
hmm_symmetric,hmm_a=0.42_b=0.22,0.4200,0.2200,1.000000,0.079240,0.056075,
hmm_symmetric,hmm_a=0.42_b=0.23,0.4200,0.2300,1.000000,0.076128,0.053870,
hmm_symmetric,hmm_a=0.42_b=0.24,0.4200,0.2400,1.000000,0.073048,0.051688,
hmm_symmetric,hmm_a=0.42_b=0.25,0.4200,0.2500,1.000000,0.070000,0.049528,
hmm_symmetric,hmm_a=0.42_b=0.26,0.4200,0.2600,1.000000,0.066981,0.047389,
hmm_symmetric,hmm_a=0.42_b=0.27,0.4200,0.2700,1.000000,0.063990,0.045271,
hmm_symmetric,hmm_a=0.42_b=0.28,0.4200,0.2800,1.000000,0.061026,0.043172,
hmm_symmetric,hmm_a=0.42_b=0.29,0.4200,0.2900,1.000000,0.058087,0.041091,
hmm_symmetric,hmm_a=0.42_b=0.30,0.4200,0.3000,1.000000,0.055172,0.039028,
hmm_symmetric,hmm_a=0.42_b=0.31,0.4200,0.3100,1.000000,0.052280,0.036980,
hmm_symmetric,hmm_a=0.42_b=0.32,0.4200,0.3200,1.000000,0.049409,0.034948,
hmm_symmetric,hmm_a=0.42_b=0.33,0.4200,0.3300,1.000000,0.046557,0.032930,
hmm_symmetric,hmm_a=0.42_b=0.34,0.4200,0.3400,1.000000,0.043724,0.030925,
hmm_symmetric,hmm_a=0.42_b=0.35,0.4200,0.3500,1.000000,0.040909,0.028933,
hmm_symmetric,hmm_a=0.42_b=0.36,0.4200,0.3600,1.000000,0.038110,0.026953,
hmm_symmetric,hmm_a=0.42_b=0.37,0.4200,0.3700,1.000000,0.035326,0.024983,
hmm_symmetric,hmm_a=0.42_b=0.38,0.4200,0.3800,1.000000,0.032556,0.023024,
hmm_symmetric,hmm_a=0.42_b=0.39,0.4200,0.3900,1.000000,0.029799,0.021073,
hmm_symmetric,hmm_a=0.42_b=0.40,0.4200,0.4000,1.000000,0.027053,0.019131,
hmm_symmetric,hmm_a=0.42_b=0.41,0.4200,0.4100,1.000000,0.024318,0.017197,
hmm_symmetric,hmm_a=0.42_b=0.42,0.4200,0.4200,1.000000,0.021592,0.015269,
hmm_symmetric,hmm_a=0.42_b=0.43,0.4200,0.4300,1.000000,0.018875,0.013347,
hmm_symmetric,hmm_a=0.42_b=0.44,0.4200,0.4400,1.000000,0.016165,0.011431,
hmm_symmetric,hmm_a=0.42_b=0.45,0.4200,0.4500,1.000000,0.013462,0.009519,
hmm_symmetric,hmm_a=0.43_b=0.05,0.4300,0.0500,1.000000,0.122220,0.086585,
hmm_symmetric,hmm_a=0.43_b=0.06,0.4300,0.0600,1.000000,0.118836,0.084179,
hmm_symmetric,hmm_a=0.43_b=0.07,0.4300,0.0700,1.000000,0.115504,0.081810,
hmm_symmetric,hmm_a=0.43_b=0.08,0.4300,0.0800,1.000000,0.112222,0.079478,
hmm_symmetric,hmm_a=0.43_b=0.09,0.4300,0.0900,1.000000,0.108988,0.077181,
hmm_symmetric,hmm_a=0.43_b=0.10,0.4300,0.1000,1.000000,0.105800,0.074917,
hmm_symmetric,hmm_a=0.43_b=0.11,0.4300,0.1100,1.000000,0.102656,0.072685,
hmm_symmetric,hmm_a=0.43_b=0.12,0.4300,0.1200,1.000000,0.099554,0.070483,
hmm_symmetric,hmm_a=0.43_b=0.13,0.4300,0.1300,1.000000,0.096494,0.068311,
hmm_symmetric,hmm_a=0.43_b=0.14,0.4300,0.1400,1.000000,0.093472,0.066167,
hmm_symmetric,hmm_a=0.43_b=0.15,0.4300,0.1500,1.000000,0.090487,0.064050,
hmm_symmetric,hmm_a=0.43_b=0.16,0.4300,0.1600,1.000000,0.087539,0.061959,
hmm_symmetric,hmm_a=0.43_b=0.17,0.4300,0.1700,1.000000,0.084625,0.059892,
hmm_symmetric,hmm_a=0.43_b=0.18,0.4300,0.1800,1.000000,0.081743,0.057850,
hmm_symmetric,hmm_a=0.43_b=0.19,0.4300,0.1900,1.000000,0.078894,0.055830,
hmm_symmetric,hmm_a=0.43_b=0.20,0.4300,0.2000,1.000000,0.076074,0.053832,
hmm_symmetric,hmm_a=0.43_b=0.21,0.4300,0.2100,1.000000,0.073283,0.051854,
hmm_symmetric,hmm_a=0.43_b=0.22,0.4300,0.2200,1.000000,0.070520,0.049896,
hmm_symmetric,hmm_a=0.43_b=0.23,0.4300,0.2300,1.000000,0.067783,0.047958,
hmm_symmetric,hmm_a=0.43_b=0.24,0.4300,0.2400,1.000000,0.065071,0.046037,
hmm_symmetric,hmm_a=0.43_b=0.25,0.4300,0.2500,1.000000,0.062383,0.044133,
hmm_symmetric,hmm_a=0.43_b=0.26,0.4300,0.2600,1.000000,0.059718,0.042246,
hmm_symmetric,hmm_a=0.43_b=0.27,0.4300,0.2700,1.000000,0.057075,0.040374,
hmm_symmetric,hmm_a=0.43_b=0.28,0.4300,0.2800,1.000000,0.054452,0.038518,
hmm_symmetric,hmm_a=0.43_b=0.29,0.4300,0.2900,1.000000,0.051848,0.036675,
hmm_symmetric,hmm_a=0.43_b=0.30,0.4300,0.3000,1.000000,0.049264,0.034845,
hmm_symmetric,hmm_a=0.43_b=0.31,0.4300,0.3100,1.000000,0.046696,0.033028,
hmm_symmetric,hmm_a=0.43_b=0.32,0.4300,0.3200,1.000000,0.044145,0.031223,
hmm_symmetric,hmm_a=0.43_b=0.33,0.4300,0.3300,1.000000,0.041609,0.029429,
hmm_symmetric,hmm_a=0.43_b=0.34,0.4300,0.3400,1.000000,0.039088,0.027645,
hmm_symmetric,hmm_a=0.43_b=0.35,0.4300,0.3500,1.000000,0.036581,0.025871,
hmm_symmetric,hmm_a=0.43_b=0.36,0.4300,0.3600,1.000000,0.034086,0.024106,
hmm_symmetric,hmm_a=0.43_b=0.37,0.4300,0.3700,1.000000,0.031603,0.022350,
hmm_symmetric,hmm_a=0.43_b=0.38,0.4300,0.3800,1.000000,0.029131,0.020601,
hmm_symmetric,hmm_a=0.43_b=0.39,0.4300,0.3900,1.000000,0.026669,0.018859,
hmm_symmetric,hmm_a=0.43_b=0.40,0.4300,0.4000,1.000000,0.024216,0.017124,
hmm_symmetric,hmm_a=0.43_b=0.41,0.4300,0.4100,1.000000,0.021771,0.015395,
hmm_symmetric,hmm_a=0.43_b=0.42,0.4300,0.4200,1.000000,0.019333,0.013671,
hmm_symmetric,hmm_a=0.43_b=0.43,0.4300,0.4300,1.000000,0.016902,0.011952,
hmm_symmetric,hmm_a=0.43_b=0.44,0.4300,0.4400,1.000000,0.014477,0.010237,
hmm_symmetric,hmm_a=0.43_b=0.45,0.4300,0.4500,1.000000,0.012057,0.008526,
hmm_symmetric,hmm_a=0.44_b=0.05,0.4400,0.0500,1.000000,0.105272,0.074543,
hmm_symmetric,hmm_a=0.44_b=0.06,0.4400,0.0600,1.000000,0.102448,0.072537,
hmm_symmetric,hmm_a=0.44_b=0.07,0.4400,0.0700,1.000000,0.099661,0.070559,
hmm_symmetric,hmm_a=0.44_b=0.08,0.4400,0.0800,1.000000,0.096910,0.068606,
hmm_symmetric,hmm_a=0.44_b=0.09,0.4400,0.0900,1.000000,0.094192,0.066678,
hmm_symmetric,hmm_a=0.44_b=0.10,0.4400,0.1000,1.000000,0.091508,0.064774,
hmm_symmetric,hmm_a=0.44_b=0.11,0.4400,0.1100,1.000000,0.088855,0.062892,
hmm_symmetric,hmm_a=0.44_b=0.12,0.4400,0.1200,1.000000,0.086233,0.061033,
hmm_symmetric,hmm_a=0.44_b=0.13,0.4400,0.1300,1.000000,0.083640,0.059194,
hmm_symmetric,hmm_a=0.44_b=0.14,0.4400,0.1400,1.000000,0.081076,0.057376,
hmm_symmetric,hmm_a=0.44_b=0.15,0.4400,0.1500,1.000000,0.078538,0.055578,
hmm_symmetric,hmm_a=0.44_b=0.16,0.4400,0.1600,1.000000,0.076027,0.053798,
hmm_symmetric,hmm_a=0.44_b=0.17,0.4400,0.1700,1.000000,0.073540,0.052036,
hmm_symmetric,hmm_a=0.44_b=0.18,0.4400,0.1800,1.000000,0.071078,0.050291,
hmm_symmetric,hmm_a=0.44_b=0.19,0.4400,0.1900,1.000000,0.068638,0.048563,
hmm_symmetric,hmm_a=0.44_b=0.20,0.4400,0.2000,1.000000,0.066221,0.046851,
hmm_symmetric,hmm_a=0.44_b=0.21,0.4400,0.2100,1.000000,0.063824,0.045154,
hmm_symmetric,hmm_a=0.44_b=0.22,0.4400,0.2200,1.000000,0.061448,0.043471,
hmm_symmetric,hmm_a=0.44_b=0.23,0.4400,0.2300,1.000000,0.059092,0.041802,
hmm_symmetric,hmm_a=0.44_b=0.24,0.4400,0.2400,1.000000,0.056754,0.040147,
hmm_symmetric,hmm_a=0.44_b=0.25,0.4400,0.2500,1.000000,0.054433,0.038504,
hmm_symmetric,hmm_a=0.44_b=0.26,0.4400,0.2600,1.000000,0.052129,0.036873,
hmm_symmetric,hmm_a=0.44_b=0.27,0.4400,0.2700,1.000000,0.049842,0.035254,
hmm_symmetric,hmm_a=0.44_b=0.28,0.4400,0.2800,1.000000,0.047569,0.033646,
hmm_symmetric,hmm_a=0.44_b=0.29,0.4400,0.2900,1.000000,0.045311,0.032048,
hmm_symmetric,hmm_a=0.44_b=0.30,0.4400,0.3000,1.000000,0.043067,0.030460,
hmm_symmetric,hmm_a=0.44_b=0.31,0.4400,0.3100,1.000000,0.040836,0.028881,
hmm_symmetric,hmm_a=0.44_b=0.32,0.4400,0.3200,1.000000,0.038617,0.027311,
hmm_symmetric,hmm_a=0.44_b=0.33,0.4400,0.3300,1.000000,0.036409,0.025749,
hmm_symmetric,hmm_a=0.44_b=0.34,0.4400,0.3400,1.000000,0.034212,0.024195,
hmm_symmetric,hmm_a=0.44_b=0.35,0.4400,0.3500,1.000000,0.032026,0.022649,
hmm_symmetric,hmm_a=0.44_b=0.36,0.4400,0.3600,1.000000,0.029849,0.021109,
hmm_symmetric,hmm_a=0.44_b=0.37,0.4400,0.3700,1.000000,0.027681,0.019575,
hmm_symmetric,hmm_a=0.44_b=0.38,0.4400,0.3800,1.000000,0.025520,0.018047,
hmm_symmetric,hmm_a=0.44_b=0.39,0.4400,0.3900,1.000000,0.023368,0.016525,
hmm_symmetric,hmm_a=0.44_b=0.40,0.4400,0.4000,1.000000,0.021222,0.015007,
hmm_symmetric,hmm_a=0.44_b=0.41,0.4400,0.4100,1.000000,0.019082,0.013494,
hmm_symmetric,hmm_a=0.44_b=0.42,0.4400,0.4200,1.000000,0.016948,0.011985,
hmm_symmetric,hmm_a=0.44_b=0.43,0.4400,0.4300,1.000000,0.014819,0.010479,
hmm_symmetric,hmm_a=0.44_b=0.44,0.4400,0.4400,1.000000,0.012694,0.008976,
hmm_symmetric,hmm_a=0.44_b=0.45,0.4400,0.4500,1.000000,0.010573,0.007476,
hmm_symmetric,hmm_a=0.45_b=0.05,0.4500,0.0500,1.000000,0.088139,0.062385,
hmm_symmetric,hmm_a=0.45_b=0.06,0.4500,0.0600,1.000000,0.085848,0.060760,
hmm_symmetric,hmm_a=0.45_b=0.07,0.4500,0.0700,1.000000,0.083582,0.059153,
hmm_symmetric,hmm_a=0.45_b=0.08,0.4500,0.0800,1.000000,0.081339,0.057563,
hmm_symmetric,hmm_a=0.45_b=0.09,0.4500,0.0900,1.000000,0.079120,0.055990,
hmm_symmetric,hmm_a=0.45_b=0.10,0.4500,0.1000,1.000000,0.076923,0.054433,
hmm_symmetric,hmm_a=0.45_b=0.11,0.4500,0.1100,1.000000,0.074748,0.052892,
hmm_symmetric,hmm_a=0.45_b=0.12,0.4500,0.1200,1.000000,0.072593,0.051365,
hmm_symmetric,hmm_a=0.45_b=0.13,0.4500,0.1300,1.000000,0.070458,0.049853,
hmm_symmetric,hmm_a=0.45_b=0.14,0.4500,0.1400,1.000000,0.068343,0.048354,
hmm_symmetric,hmm_a=0.45_b=0.15,0.4500,0.1500,1.000000,0.066246,0.046869,
hmm_symmetric,hmm_a=0.45_b=0.16,0.4500,0.1600,1.000000,0.064167,0.045396,
hmm_symmetric,hmm_a=0.45_b=0.17,0.4500,0.1700,1.000000,0.062105,0.043936,
hmm_symmetric,hmm_a=0.45_b=0.18,0.4500,0.1800,1.000000,0.060060,0.042488,
hmm_symmetric,hmm_a=0.45_b=0.19,0.4500,0.1900,1.000000,0.058031,0.041051,
hmm_symmetric,hmm_a=0.45_b=0.20,0.4500,0.2000,1.000000,0.056017,0.039625,
hmm_symmetric,hmm_a=0.45_b=0.21,0.4500,0.2100,1.000000,0.054017,0.038210,
hmm_symmetric,hmm_a=0.45_b=0.22,0.4500,0.2200,1.000000,0.052032,0.036804,
hmm_symmetric,hmm_a=0.45_b=0.23,0.4500,0.2300,1.000000,0.050060,0.035409,
hmm_symmetric,hmm_a=0.45_b=0.24,0.4500,0.2400,1.000000,0.048101,0.034022,
hmm_symmetric,hmm_a=0.45_b=0.25,0.4500,0.2500,1.000000,0.046154,0.032644,
hmm_symmetric,hmm_a=0.45_b=0.26,0.4500,0.2600,1.000000,0.044219,0.031275,
hmm_symmetric,hmm_a=0.45_b=0.27,0.4500,0.2700,1.000000,0.042295,0.029914,
hmm_symmetric,hmm_a=0.45_b=0.28,0.4500,0.2800,1.000000,0.040382,0.028560,
hmm_symmetric,hmm_a=0.45_b=0.29,0.4500,0.2900,1.000000,0.038479,0.027214,
hmm_symmetric,hmm_a=0.45_b=0.30,0.4500,0.3000,1.000000,0.036585,0.025874,
hmm_symmetric,hmm_a=0.45_b=0.31,0.4500,0.3100,1.000000,0.034701,0.024541,
hmm_symmetric,hmm_a=0.45_b=0.32,0.4500,0.3200,1.000000,0.032825,0.023214,
hmm_symmetric,hmm_a=0.45_b=0.33,0.4500,0.3300,1.000000,0.030958,0.021893,
hmm_symmetric,hmm_a=0.45_b=0.34,0.4500,0.3400,1.000000,0.029098,0.020578,
hmm_symmetric,hmm_a=0.45_b=0.35,0.4500,0.3500,1.000000,0.027245,0.019267,
hmm_symmetric,hmm_a=0.45_b=0.36,0.4500,0.3600,1.000000,0.025399,0.017961,
hmm_symmetric,hmm_a=0.45_b=0.37,0.4500,0.3700,1.000000,0.023559,0.016660,
hmm_symmetric,hmm_a=0.45_b=0.38,0.4500,0.3800,1.000000,0.021725,0.015363,
hmm_symmetric,hmm_a=0.45_b=0.39,0.4500,0.3900,1.000000,0.019896,0.014070,
hmm_symmetric,hmm_a=0.45_b=0.40,0.4500,0.4000,1.000000,0.018072,0.012780,
hmm_symmetric,hmm_a=0.45_b=0.41,0.4500,0.4100,1.000000,0.016253,0.011493,
hmm_symmetric,hmm_a=0.45_b=0.42,0.4500,0.4200,1.000000,0.014437,0.010209,
hmm_symmetric,hmm_a=0.45_b=0.43,0.4500,0.4300,1.000000,0.012625,0.008927,
hmm_symmetric,hmm_a=0.45_b=0.44,0.4500,0.4400,1.000000,0.010816,0.007648,
hmm_symmetric,hmm_a=0.45_b=0.45,0.4500,0.4500,1.000000,0.009009,0.006370,
even_process,even_mu,,,0.918296,1.000000,1.000000,sofic_anchor_match_iid_two_thirds_h_x
