alpha,beta,tv_direct,tv_closed_form,tv_residual,hellinger,kl,regime,forward_0,backward_0
0.039388,0.176531,0.076408261416,0.076408261416,-5.551e-17,0.054068329863,0.016878447049,Smooth,0.461795869292,0.538204130708
0.039388,0.186327,0.071420983407,0.071420983407,1.388e-17,0.050534534998,0.014743352956,Smooth,0.464289508296,0.535710491704
0.039388,0.196122,0.066852643446,0.066852643446,9.714e-17,0.047298418223,0.012914867477,Smooth,0.466573678277,0.533426321723
0.039388,0.205918,0.062647894453,0.062647894453,-2.776e-17,0.044320521137,0.011339310010,Smooth,0.468676052774,0.531323947226
0.039388,0.215714,0.058760503148,0.058760503148,-1.388e-16,0.041567910328,0.009974155606,Smooth,0.470619748426,0.529380251574
0.039388,0.225510,0.055151535800,0.055151535800,-4.857e-17,0.039012872221,0.008785382355,Smooth,0.472424232100,0.527575767900
0.039388,0.235306,0.051787959896,0.051787959896,-1.388e-17,0.036631908748,0.007745524836,Smooth,0.474106020052,0.525893979948
0.039388,0.245102,0.048641554516,0.048641554516,-5.551e-17,0.034404955848,0.006832227072,Smooth,0.475679222742,0.524320777258
0.039388,0.254898,0.045688052654,0.045688052654,-6.939e-18,0.032314769080,0.006027153961,Smooth,0.477155973673,0.522844026327
0.039388,0.264694,0.042906459766,0.042906459766,-1.249e-16,0.030346436016,0.005315163380,Smooth,0.478546770117,0.521453229883
0.039388,0.274490,0.040278507646,0.040278507646,-1.527e-16,0.028486985835,0.004683670157,Smooth,0.479860746177,0.520139253823
0.039388,0.284286,0.037788213178,0.037788213178,1.041e-16,0.026725074173,0.004122152864,Smooth,0.481105893411,0.518894106589
0.039388,0.294082,0.035421519126,0.035421519126,1.041e-16,0.025050726759,0.003621768051,Smooth,0.482289240437,0.517710759563
0.039388,0.303878,0.033165999610,0.033165999610,1.804e-16,0.023455129370,0.003175046076,Smooth,0.483417000195,0.516582999805
0.039388,0.313673,0.031010616980,0.031010616980,-4.163e-17,0.021930454549,0.002775649480,Smooth,0.484494691510,0.515505308490
0.039388,0.323469,0.028945519835,0.028945519835,3.469e-17,0.020469717723,0.002418179727,Smooth,0.485527240083,0.514472759917
0.039388,0.333265,0.026961874167,0.026961874167,1.388e-17,0.019066656997,0.002098021616,Smooth,0.486519062916,0.513480937084
0.039388,0.343061,0.025051721377,0.025051721377,2.082e-17,0.017715632105,0.001811217301,Smooth,0.487474139311,0.512525860689
0.039388,0.352857,0.023207858169,0.023207858169,-6.245e-17,0.016411538991,0.001554363707,Smooth,0.488396070915,0.511603929085
0.039388,0.362653,0.021423734386,0.021423734386,7.980e-17,0.015149737159,0.001324528605,Smooth,0.489288132807,0.510711867193
0.039388,0.372449,0.019693365598,0.019693365598,-6.592e-17,0.013925987553,0.001119181635,Smooth,0.490153317201,0.509846682799
0.039388,0.382245,0.018011257892,0.018011257892,-6.245e-17,0.012736399115,0.000936137393,Smooth,0.490994371054,0.509005628946
0.039388,0.392041,0.016372342769,0.016372342769,-9.714e-17,0.011577382548,0.000773508340,Smooth,0.491813828615,0.508186171385
0.039388,0.401837,0.014771920453,0.014771920453,-1.457e-16,0.010445610059,0.000629665716,Smooth,0.492614039774,0.507385960226
0.039388,0.411633,0.013205610201,0.013205610201,-1.301e-16,0.009337980088,0.000503207064,Smooth,0.493397194900,0.506602805100
0.039388,0.421429,0.011669306457,0.011669306457,-1.041e-16,0.008251586188,0.000392929232,Smooth,0.494165346772,0.505834653228
0.039388,0.431224,0.010159139875,0.010159139875,-7.459e-17,0.007183689377,0.000297805940,Smooth,0.494920430062,0.505079569938
0.039388,0.441020,0.008671442389,0.008671442389,-2.255e-17,0.006131693350,0.000216969209,Smooth,0.495664278806,0.504335721194
0.039388,0.450816,0.007202715635,0.007202715635,9.368e-17,0.005093122098,0.000149694065,Smooth,0.496398642182,0.503601357818
0.039388,0.460612,0.005749602139,0.005749602139,-9.541e-18,0.004065599462,0.000095386059,Smooth,0.497125198930,0.502874801070
0.039388,0.470408,0.004308858731,0.004308858731,-7.806e-17,0.003046830299,0.000053571244,Smooth,0.497845570635,0.502154429365
0.039388,0.480204,0.002877331747,0.002877331747,-5.508e-17,0.002034582896,0.000023888320,Smooth,0.498561334126,0.501438665874
0.039388,0.490000,0.001451933607,0.001451933607,-1.225e-16,0.001026672370,0.000006082727,Smooth,0.499274033197,0.500725966803
0.049184,0.010000,0.648288887725,0.648288887725,0.000e0,0.488472664252,1.444715868159,Borderline,0.175855556137,0.824144443863
0.049184,0.019796,0.505972478378,0.505972478378,-1.110e-16,0.370743007469,0.813619979470,Borderline,0.247013760811,0.752986239189
0.049184,0.029592,0.413216843171,0.413216843171,-5.551e-17,0.298943707938,0.523993454015,Borderline,0.293391578414,0.706608421586
0.049184,0.039388,0.347937397069,0.347937397069,1.665e-16,0.249964458908,0.364523958454,Borderline,0.326031301466,0.673968698534
0.049184,0.049184,0.299472923883,0.299472923883,5.551e-17,0.214231652185,0.266954313623,Smooth,0.350263538058,0.649736461942
0.049184,0.058980,0.262045281302,0.262045281302,5.551e-17,0.186934269212,0.202864837287,Smooth,0.368977359349,0.631022640651
0.049184,0.068776,0.232250902188,0.232250902188,-8.327e-17,0.165360486284,0.158531962234,Smooth,0.383874548906,0.616125451094
